Name,Gender
taimur,Male
taj,Male
tajaldin,Male
tajammal,Male
tajammul,Male
tajudinn,Male
talal,Male
talat,Male
talha,Male
talhah,Male
tali,Male
talib,Male
tamam,Male
tameem,Male
tameez,Male
tamim,Male
tamir,Male
tamkeen,Male
tammam,Male
tanim,Male
tanveer,Male
tanwir,Male
taqiy,Male
taqiyy,Male
tarannum,Male
tareef,Male
tarif,Male
tariq,Male
tasadduq,Male
tasawwar,Male
taseen,Male
taslim,Male
tasneen,Male
taufiq,Male
tauqeer,Male
tawbah,Male
tawfeeq,Male
tawfiq,Male
tawhid,Male
tawoos,Male
tawseef,Male
taymallah,Male
taymullah,Male
taymur,Male
taysir,Male
tayyab,Male
tayyib,Male
tazeem,Male
tazneem,Male
tehseen,Male
thabit,Male
thalabah,Male
thaman,Male
thamar,Male
thamer,Male
thamir,Male
thaqaf,Male
thaqib,Male
tharwat,Male
thauban,Male
thawab,Male
thawban,Male
thayer,Male
thumamah,Male
tihami,Male
tobias,Male
toqeer,Male
tufayl,Male
tulayb,Male
tunveer,Male
turhan,Male
ubadah,Male
ubaid,Male
ubaidah,Male
ubayd,Male
ubaydah,Male
ubaydullah,Male
ubayy,Male
udail,Male
uday,Male
udayl,Male
uhban,Male
ulfat,Male
umair,Male
umar,Male
umarah,Male
umayr,Male
umayyah,Male
umran,Male
unais,Male
unal,Male
unays,Male
uqbah,Male
urfee,Male
urooj,Male
urwah,Male
usaim,Male
usama,Male
usamah,Male
usayd,Male
usaym,Male
usman,Male
utbah,Male
uthal,Male
uthman,Male
uwayam,Male
uzair,Male
uzayr,Male
waail,Male
waddah,Male
wadi,Male
wadid,Male
wafa,Male
wafeeq,Male
wafi,Male
wafiq,Male
wahab,Male
wahb,Male
wahban,Male
waheed,Male
wahhab,Male
wahhaj,Male
wahib,Male
wahid,Male
wail,Male
wais,Male
waiz,Male
wajdaan,Male
wajdi,Male
wajeeh,Male
wajid,Male
wajih,Male
wakalat,Male
wakeel,Male
wakil,Male
waleed,Male
wali,Male
walid,Male
walif,Male
waliuddin,Male
waliyaldin,Male
waliyallah,Male
waqaar,Male
waqar,Male
waqas,Male
waqqas,Male
ward,Male
wasay,Male
waseem,Male
wasif,Male
wasil,Male
wasim,Male
watheq,Male
wazir,Male
wildan,Male
wisam,Male
yafi,Male
yaghnam,Male
yahya,Male
yaman,Male
yameen,Male
yaqeen,Male
yaqoot,Male
yaqub,Male
yar,Male
yasar,Male
yaseen,Male
yasin,Male
yasir,Male
yasser,Male
yathrib,Male
yawar,Male
yawer,Male
yazan,Male
yazeed,Male
yazid,Male
yoonus,Male
youssef,Male
yuhannis,Male
yunus,Male
yusef,Male
yushua,Male
yusr,Male
yusri,Male
yusuf,Male
zackariya,Male
zaeem,Male
zafar,Male
zafir,Male
zafrul,Male
zaheer,Male
zahi,Male
zahid,Male
zahir,Male
zaid,Male
zaigham,Male
zaighum,Male
zaim,Male
zain,Male
zair,Male
zakar,Male
zakariya,Male
zakariyya,Male
zaki,Male
zakir,Male
zakwan,Male
zaky,Male
zaman,Male
zameer,Male
zamil,Male
zarar,Male
zarif,Male
zaroon,Male
zarrar,Male
zayan,Male
zayb,Male
zayd,Male
zayer,Male
zayn,Male
zebadiyah,Male
zeeshan,Male
zeeya,Male
zeyad,Male
zia,Male
ziad,Male
ziaud,Male
zishan,Male
ziyad,Male
zohaib,Male
zohair,Male
zubair,Male
zubayr,Male
zuehb,Male
zufar,Male
zuhaib,Male
zuhair,Male
zuhayr,Male
zuhoor,Male
zulaym,Male
zulfaqar,Male
zulfiqar,Male
zulqarnain,Male
zunnoon,Male
zuti,Male
